Name,Link,Img,DOB,age(years),status,description,_id
Akshara Menon,/wiki/Akshara_Menon,Akshara Menon.jpg,8 May 1995,24,Alive,"Iswarya Menon is an Indian film actress who acts in Tamil, Kannada and Malayalam films.",5ea7c5f5ff604553fe227361
Alia Bhatt,/wiki/Alia_Bhatt,Alia Bhatt.jpg,15 March 1993,27,Alive,"Alia Bhatt is an actress and singer of Indian origin and British citizenship, who works in Hindi films. The highest-paid actress in India, as of 2019, her accolades include four Filmfare Awards.",5ea7c5f9ff604553fe227362
Amala,/wiki/Amala_(actress),Amala.jpg,12 September 1967,52,Alive,"Amala Akkineni is an Indian film actress, Bharata Natyam dancer, and an animal welfare activist. She acted in Tamil, Telugu, Malayalam, Kannada and Bollywood films. She has won two Filmfare Awards South One for Malayalam
and One for Telugu.",5ea7c5fcff604553fe227363
Amala Paul,/wiki/Amala_Paul,Amala Paul.jpg,26 October 1991,28,Alive,"Amala Paul is an Indian film actress who works in the South Indian Film Industry. After appearing in supporting roles in the Malayalam film Neelathamara. Amala became noted after playing the title role in Mynaa, receiving critical acclaim for her work.",5ea7c5ffff604553fe227364
Ambika,/wiki/Ambika_(actress),Ambika.jpg,16 November 1962,57,Alive,"Ambika is an Indian film and television actress known for her works predominantly in Tamil, Malayalam, Kannada films and serials. She also did a few Telugu and English films. She was one of the top south Indian heroines for a decade from 1978 to 1989. Her younger sister Radha was also an actress.",5ea7c602ff604553fe227365
Ameeta,/wiki/Ameeta,Ameeta.jpg,11 April 1940,80,Alive,"Ameeta is an Indian actress. She appeared in Bollywood films such as Tumsa Nahin Dekha, Mere Mehboob, and Goonj Uthi Shehnai.",5ea7c605ff604553fe227366
Ameesha Patel,/wiki/Ameesha_Patel,Ameesha Patel.jpg,9 June 1976,43,Alive,"Ameesha Patel is an Indian actress and model who predominantly appears in Bollywood films. She has also appeared in a few Telugu and Tamil films. She has won a Filmfare Award.
Patel made her acting debut in the romantic thriller blockbuster Kaho Naa... Pyaar Hai.",5ea7c608ff604553fe227367
Amoolya,/wiki/Amoolya,Amoolya.jpg,14 September 1993,26,Alive,"Amulya is an Indian film actress who appears in Kannada films. She made her debut as a child artist in the early 2000s and appeared in a lead role in 2007 with Cheluvina Chittara. She is best known for her roles in the commercially successful films Chaitrada Chandrama, Naanu Nanna Kanasu and Shravani Subramanya.",5ea7c60bff604553fe227368
Amrita Arora,/wiki/Amrita_Arora,Amrita Arora.jpg,31 January 1978,42,Alive,"Amrita Arora is an Indian film actress, model, TV Presenter and VJ.",5ea7c60dff604553fe227369
Amrita Prakash,/wiki/Amrita_Prakash,Amrita Prakash.jpg,12 May 1987,32,Alive,"Amrita Prakash is an Indian film actress and model. She began her acting career when she was four years old, and has acted in both Bollywood and Malayalam films. She has since, been seen in a myriad of Bollywood Films, TVCs and television reality and fiction shows.",5ea7c611ff604553fe22736a
Amrita Rao,/wiki/Amrita_Rao,Amrita Rao.jpg,7 June 1981,38,Alive,"Amrita Rao is an Indian film actress and model. She has appeared as the leading lady in several Hindi films of Bollywood and one movie in Telugu. Rao was born and raised in Mumbai; she made her screen debut in Ab Ke Baras, for which she was nominated for the Filmfare Best Female Debut Award in 2003.",5ea7c614ff604553fe22736b
Amrita Singh,/wiki/Amrita_Singh,Amrita Singh.jpg,9 February 1958,62,Alive,"Amrita Singh is an Indian actress. Through her films like Betaab and Mard, she gained popularity and became a well known and popular actress in the 1980s. She took a break from acting in the early 1990s for a decade and returned to acting in 2002, occasionally playing supporting roles.",5ea7c617ff604553fe22736c
Amruta Khanvilkar,/wiki/Amruta_Khanvilkar,Amruta Khanvilkar.jpg,23 November 1984,35,Alive,Amruta Khanvilkar Malhotra is an Indian actress. She was born in Mumbai. She worked in Hindi and Marathi movies. She is popular for her dancing and participating in Fear Factor: Khatron Ke Khiladi 10.,5ea7c619ff604553fe22736d
Amyra Dastur,/wiki/Amyra_Dastur,Amyra Dastur.jpg,7 May 1993,26,Alive,"Amyra Dastur is an Indian film actress who has starred in mainly Hindi films, but has also starred in some Tamil and Telugu films. She made her Bollywood debut with Issaq, opposite Prateik Babbar.",5ea7c61cff604553fe22736e
Amy Jackson,/wiki/Amy_Jackson,Amy Jackson.jpg,31 January 1992,28,Alive,"Amy Jackson is an English actress and model best known for her work in Indian films. She began her modelling career at the age of 16, and went on to win the Miss Teen World competition in 2009. Subsequently, director A. L. Vijay cast her as the leading lady of the Tamil language period drama Madrasapattinam.",5ea7c61fff604553fe22736f
Anaika Soti,/wiki/Anaika_Soti,Anaika Soti.jpg,14 January 1991,29,Alive,"Anaika Soti is an Indian film actress who appears in Tamil, Telugu and Hindi films. After making her debut in Ram Gopal Varma's bilingual Satya 2, she went on to feature in Vasanthabalan's period drama Kaaviya Thalaivan, for which she was nominated for the Filmfare Award for Best Supporting Actress - Tamil.",5ea7c621ff604553fe227370
Ananya,/wiki/Ananya_(actress),Ananya.jpg,30 October 1998,21,Alive,"Ananya Panday is an Indian actress who works in Hindi films. The daughter of actor Chunky Pandey, she ventured into acting in 2019 with leading roles in the teen film Student of the Year 2 and the comedy Pati Patni Aur Woh. For the former film, she won the Filmfare Award for Best Female Debut.",5ea7c624ff604553fe227371
Ananya Kasaravalli,/wiki/Ananya_Kasaravalli,Ananya Kasaravalli.jpg,,,Alive,,5ea7c627ff604553fe227372
Anaswara Kumar,/wiki/Anaswara_Kumar,Anaswara Kumar.jpg,1 January 1994,26,Alive,"Anaswara Kumar is an Indian film actress, who works in the Tamil film industry. She started her career with Arivazhaghan's sports thriller Vallinam, though the romantic comedy Ego released first. She made her breakthrough portraying Mohini in the black comedy film Yaamirukka Bayamey, which became a commercial success.",5ea7c629ff604553fe227373
Anaswara Rajan,/wiki/Anaswara_Rajan,Anaswara Rajan.jpg,8 September 2002,17,Alive,Anaswara Rajan is an Indian actress who is known for her work in the Malayalam and Tamil film industries. Her first movie was Udaharanam Sujatha. She made her acting debut in the Malayalam short film Globe.,5ea7c62cff604553fe227374
Andrea Jeremiah,/wiki/Andrea_Jeremiah,Andrea Jeremiah.jpg,21 December 1985,34,Alive,"Andrea Jeremiah is an Indian actress, playback singer and musician. She works predominantly in the Tamil and Malayalam film industries. She also appeared in Telugu Films. She began her career as a playback singer, and has subsequently appeared in films.",5ea7c62eff604553fe227375
Andria D'Souza,/wiki/Andria_D%27Souza,Andria D'Souza.jpg,22 February 1986,34,Alive,"Andria D'Souza aka Ria D'Souza is an Indian born in Dubai. She is a TV presenter Zee Connect, TV Anchor on Zee TV, Dubai and actor based in India, mainly active in Hindi and Malayalam films Six X.
Currently an All India Professional Congress member",5ea7c631ff604553fe227376
Anita Hassanandani Reddy,/wiki/Anita_Hassanandani_Reddy,Anita Hassanandani Reddy.jpg,14 April 1981,39,Alive,Anita Hassanandani is an Indian actress who has acted in multilingual films and serials. She is best known for portraying Shagun Arora in Star Plus's Yeh Hai Mohabbatein and a female shape-shifting serpent named Vishakha Khanna in Colors TV's Naagin.,5ea7c634ff604553fe227377
Anita Guha,/wiki/Anita_Guha,Anita Guha.jpg,"17 January 1939,",68,Died,"Anita Guha was an Indian Bengali actress who usually played mythological characters in films. She became known for playing the title role in Jai Santoshi Maa. Previously, she had played Sita in other mythological films; Sampoorna Ramayana, Shree Ram Bharat Milap and Tulsi Vivah.",5ea7c636ff604553fe227378
Anita Raj,/wiki/Anita_Raj,Anita Raj.jpg,13 August 1962,57,Alive,"Anita Raj is an Indian actress and a daughter of Jagdish Raj, whose notable roles include Prem Geet, Kusum in Zara Si Zindagi, Anita in Zameen Aasman and Shobha in Masterji.",5ea7c639ff604553fe227379
Anjala Zhaveri,/wiki/Anjala_Zhaveri,Anjala Zhaveri.jpg,20 April 1972,48,Alive,"Anjala Zaveri is an Indian British actress. She appeared in Telugu, Hindi, Tamil, Malayalam and Kannada films.",5ea7c63cff604553fe22737a
Anjali,/wiki/Anjali_(actress_born_1986),Anjali.jpg,16 June 1986,33,Alive,"Anjali is an Indian film actress and model, who predominantly appears in Tamil and Telugu films. Following a stint in modelling, she was cast in starring roles in two Telugu productions; her début film ...",5ea7c63fff604553fe22737b
Anjali Devi,/wiki/Anjali_Devi,Anjali Devi.jpg,"24 August 1927,",86,Died,"Anjali Devi was an Indian actress, model and producer in Telugu and Tamil films. She was well known for her role as the Devi Sita in Lava Kusa as well as for the titular roles in movies like Suvarna Sundari and Anarkali.",5ea7c642ff604553fe22737c
Anjali Sudhakar,/wiki/Anjali_Sudhakar,Anjali Sudhakar.jpg,22 May 1972,47,Alive,"Anjali is an Indian Sandalwood movie and television actress who appeared in Kannada cinema. Her original name was Shantha, before director Kashinath named her as Anjali.",5ea7c645ff604553fe22737d
Anjana Bhowmick,/wiki/Anjana_Bhowmick,Anjana Bhowmick.jpg,30 December 1944,75,Alive,Anjana Bhowmik was an actress of Bengali cinema from the 1960s until the 1980s. She was born on 30 December 1944 in Cooch Behar. Her real name is Arati Bhowmik and nickname Babli. Her father was Bibhuti Bhusan Bhowmik. She spent her school days in Cooch Behar.,5ea7c648ff604553fe22737e
Anjana Sukhani,/wiki/Anjana_Sukhani,Anjana Sukhani.jpg,10 December 1978,41,Alive,"Anjana Sukhani is an Indian film actress and model, who predominantly appears in Bollywood films.",5ea7c64aff604553fe22737f
Anju Mahendru,/wiki/Anju_Mahendru,Anju Mahendru.jpg,11 January 1946,74,Alive,Anju Mahendru is an Indian actress. She is best known as Reeva in Kahiin To Hoga and Kamini Gupta in Kasautii Zindagii Kay.,5ea7c64dff604553fe227380
Ankita Lokhande,/wiki/Ankita_Lokhande,Ankita Lokhande.jpg,19 December 1984,35,Alive,Ankita Lokhande is an Indian film and television actress known for portraying Archana in Zee TV's Pavitra Rishta as well as participating on Colors TV's reality dance series Jhalak Dikhhla Jaa 4.,5ea7c650ff604553fe227381
Ann Augustine,/wiki/Ann_Augustine,Ann Augustine.jpg,30 July 1988,31,Alive,Ann Augustine is an Indian film actress who appears in Malayalam films. She is the daughter of Malayalam actor Augustine. She made her debut in Lal Jose's Elsamma Enna Aankutty.,5ea7c653ff604553fe227382
Ansiba Hassan,/wiki/Ansiba_Hassan,Ansiba Hassan.jpg,18 June 1992,27,Alive,"Ansiba Hassan is a Malayalam actress, television anchor and dancer. Her first role was in the 2013 Tamil film Paranjothi, directed by Gobu Balaji.",5ea7c655ff604553fe227383
Antara Mali,/wiki/Antara_Mali,Antara Mali.jpg,20 October 1975,44,Alive,"Antara Mali is an Indian actress, director, and screenwriter, who predominantly works in Bollywood films, and has also acted in a Malayalam and Telugu film.",5ea7c658ff604553fe227384
Anu Agarwal,/wiki/Anu_Agarwal,Anu Agarwal.jpg,11 January 1969,51,Alive,"Anita Aggarwal also known as Anu Aggarwal is a former Indian model and actress. She is best known for her works in Aashiqui, The Cloud Door and Thiruda Thiruda.",5ea7c65bff604553fe227385
Anu Prabhakar,/wiki/Anu_Prabhakar,Anu Prabhakar.jpg,9 November 1980,39,Alive,"Anu Prabhakar, also known by her married name Anu Prabhakar Mukherjee, is an Indian film actress, who predominantly appears in Kannada films and is from Mangalore.",5ea7c65eff604553fe227386
Anu Sithara,/wiki/Anu_Sithara,Anu Sithara.jpg,21 August 1995,24,Alive,Anu Sithara is an Indian film actress who appears in Malayalam cinema.,5ea7c661ff604553fe227387
Anupama Parameswaran,/wiki/Anupama_Parameswaran,Anupama Parameswaran.jpg,18 February 1996,24,Alive,"Anupama Parameswaran is an Indian film actress who predominantly appears in Telugu, Malayalam, Tamil, Kannada films.She is best known for her debut role as Mary George in the Malayalam film Premam. Later she appeared in Telugu films such as Sathamanam Bhavati and Vunnadhi Okate Zindagi.",5ea7c663ff604553fe227388
Anupama Verma,/wiki/Anupama_Verma,Anupama Verma.jpg,2 July 1981,38,Alive,"Anupama Verma is a model, actress, and television personality from Lucknow. She was a contestant in the reality show Bigg Boss in 2006. She was the main lead in the song Biddu Boom boom, sung by late Nazia Hassan. She has also acted in many movies and TV commercials.",5ea7c666ff604553fe227389
Anuradha Mehta,/wiki/Anuradha_Mehta,Anuradha Mehta.jpg,8 April 1983,37,Alive,"Anuradha Mehta is an Indian actress and former model who appeared in Telugu and Kannada films She made her debut with the Telugu movie Arya, by which she gained popularity and applause by her performance. She also appeared in some Kannada films. She disappeared later from Telugu and Kannada films.",5ea7c668ff604553fe22738a
Anurita Jha,/wiki/Anurita_Jha,Anurita Jha.jpg,17 September 1986,33,Alive,Anurita Jha is an Indian actress and model. She hails from Madhubani Bihar and was groomed and studied at Patna and Delhi. She has taken part in fashion weeks in Delhi as well as Mumbai.,5ea7c66bff604553fe22738b
Anusha Dandekar,/wiki/Anusha_Dandekar,Anusha Dandekar.jpg,9 January 1982,38,Alive,"Anusha Dandekar is an Indian-Australian MTV VJ, actress and singer, who is best known as a VJ and a host who has hosted several shows.",5ea7c66eff604553fe22738c
Anushka Sharma,/wiki/Anushka_Sharma,Anushka Sharma.jpg,1 May 1988,31,Alive,"Anushka Sharma is an Indian actress and film producer who works in Hindi films. One of the most popular and highest-paid actresses in India, she has received several awards, including a Filmfare Award.",5ea7c671ff604553fe22738d
Anushka Shetty,/wiki/Anushka_Shetty,Anushka Shetty.jpg,7 November 1981,38,Alive,"Sweety Shetty, known by her stage name Anushka Shetty, is an Indian actress and model who predominantly works in the Telugu and Tamil film industries. She has received several accolades, including three CineMAA Awards, a Nandi Award, TN State Film Awards and three Filmfare Awards from eight nominations.",5ea7c675ff604553fe22738e
Anuya Bhagvath,/wiki/Anuya_Bhagvath,Anuya Bhagvath.jpg,6 September 1989,30,Alive,Anuya Y Bhagwat is an Indian film actress and model who has appeared in Tamil films. She is best known for her performances in Rajesh's romantic comedy Siva Manasula Sakthi and Shankar's Nanban.,5ea7c677ff604553fe22738f
Aparajita Mohanty,/wiki/Aparajita_Mohanty,Aparajita Mohanty.jpg,15 May 1962,57,Alive,"Aparajita Mohanty is an Oriya movie actress based in Bhubaneswar, Odisha, India. She is the wife of Odia actor Uttam Mohanty and mother of actor Babushan.
She received the ETV Priya Odia 2009 award.",5ea7c67aff604553fe227390
Aparnaa Bajpai,/wiki/Aparnaa_Bajpai,Aparnaa Bajpai.jpg,4 September 1990,29,Alive,"Aparna Bajpai is an Indian film actress who has appeared in Tamil, Hindi and Malayalam language films. She is best known for her role in the 2010 film, Easan, directed by Sasikumar.",5ea7c67cff604553fe227391
Aparna Balamurali,/wiki/Aparna_Balamurali,Aparna Balamurali.jpg,11 September 1995,24,Alive,Aparna Balamurali is an Indian film actress and playback singer who works in Malayalam cinema and Tamil cinema. She is best known for her role as Jimsy in Maheshinte Prathikaaram and Anu in Sunday Holiday.,5ea7c680ff604553fe227392
Aparna Sen,/wiki/Aparna_Sen,Aparna Sen.jpg,25 October 1945,74,Alive,"Aparna Sen is an Indian filmmaker, screenwriter and actress who is known for her work in Bengali cinema. A leading actress of the late 1960s and 1970s she has received eight BFJA Awards, five for best actress, two for best supporting actress and one for lifetime achievement.",5ea7c682ff604553fe227393
Archana,/wiki/Archana_(actress),Archana.jpg,8 October 1989,30,Alive,"Archana Shastry is an Indian film actress, working in Telugu cinema, Tamil cinema and Kannada cinema. She was one of the contestants in the first season of Bigg Boss - Telugu, hosted by N. T. Rama Rao Jr.. Shastry is a trained classical dancer in Kuchipudi dance form and performs in India, USA, UK and Malayasia.",5ea7c686ff604553fe227394
Archana Jose Kavi,/wiki/Archana_Jose_Kavi,Archana Jose Kavi.jpg,4 January 1988,32,Alive,Archana Jose Kavi is an Indian film actress and YouTuber and a television host. Her acting debut was in Neelathaamara scripted by M. T. Vasudevan Nair and directed by Lal Jose.,5ea7c688ff604553fe227395
Archana Puran Singh,/wiki/Archana_Puran_Singh,Archana Puran Singh.jpg,26 September 1962,57,Alive,Archana Puran Singh is an Indian television presenter and film actress. She is known for comedy roles in Bollywood movies and as a judge on comedy shows like Sony TV India's The Kapil Sharma Show.,5ea7c68bff604553fe227396
Archana Gupta,/wiki/Archana_Gupta,Archana Gupta.jpg,1 March 1990,30,Alive,"Archana Gupta is an Indian model and film actress. She is based out of Mumbai. She has acted in Tamil, Kannada, Malayalam, Telugu and even a Russian film. She recently acted in a web series called Poison for Zee5 along with Arbaz Khan, Rimi Sen, Freddy Daruwala, Tanuj Virwani & others.",5ea7c68eff604553fe227397
Archita Sahu,/wiki/Archita_Sahu,Archita Sahu.jpg,29 June 1990,29,Alive,"Archita Sahu is an Indian actress and model who works in Odia language films[Ollywood Movie]. She played the leading female role in several hit Odia films like Babu I Love You, Mu Eka Tumara, Chocolate and Akashe Ki Ranga Lagila. Besides films, she has achieved success as a model.",5ea7c691ff604553fe227398
Aruna Balraj,/wiki/Aruna_Balraj,Aruna Balraj.jpg,,,Alive,,5ea7c693ff604553fe227399
Aruna Irani,/wiki/Aruna_Irani,Aruna Irani.jpg,18 August 1946,73,Alive,"Aruna Irani is an Indian actress, who has acted in over 500 films throughout Hindi, Kannada, Marathi and Gujarati cinema, playing mostly supporting and character roles.",5ea7c697ff604553fe22739a
Aruna Shields,/wiki/Aruna_Shields,Aruna Shields.jpg,6 August 1978,41,Alive,"Aruna Shields is a British actress, filmmaker and therapist. She debuted in Bollywood with the film Prince. She is 5.6' feet tall in height.",5ea7c699ff604553fe22739b
Arundathi Nag,/wiki/Arundathi_Nag,Arundathi Nag.jpg,6 July 1956,63,Alive,"Arundhati Nag is an Indian film and theatre actress. She has been involved with multilingual Theatre in India, for over 25 years, first in Mumbai where she got involved with Indian People's Theatre ...",5ea7c69cff604553fe22739c
Asawari Joshi,/wiki/Asawari_Joshi,Asawari Joshi.jpg,6 May 1965,54,Alive,"Asawari Joshi is an Indian actress. She has acted in many Marathi language films and serials. She is known for her role in the Hindi TV series, Office Office. She has acted as Lovely Kapoor in Om Shanti Om, a movie which starred Shahrukh Khan.",5ea7c69fff604553fe22739d
Asha Negi,/wiki/Asha_Negi,Asha Negi.jpg,23 August 1989,30,Alive,"Asha Negi is an Indian television actress. She is recognised for her roles in the shows Pavitra Rishta as Poorvi, Ek Mutthi Aasmaan as Kalpana, Kuch Toh Hai Tere Mere Darmiyaan as Koyal. She won the Indian dance reality show Nach Baliye 6 along with her partner Rithvik Dhanjani in 2014.",5ea7c6a1ff604553fe22739e
Asha Parekh,/wiki/Asha_Parekh,Asha Parekh.jpg,2 October 1942,77,Alive,"Asha Parekh is an Indian film actress, director, and producer who appeared in many commercially successful films throughout her career. She was the highest paid actress of her time and was one of the most successful actresses of the 1960s and 1970s.",5ea7c6a5ff604553fe22739f
Asha Saini,/wiki/Asha_Saini,Asha Saini.jpg,29 September 1978,41,Alive,"Flora Saini, also known by her screen name Asha Saini, is an Indian film actress and model.She predominantly works in Tollywood, and also appeared in a number of Kannada, Tamil and Hindi films as well.",5ea7c6a8ff604553fe2273a0
Ashima Bhalla,/wiki/Ashima_Bhalla,Ashima Bhalla.jpg,3 August 1983,36,Alive,"Ashima Bhalla is an Indian actress who has appeared in Hindi, Kannada, Tamil, Telugu and Assamese language films. Bhalla made her debut with Pyaar Zindagi Hai starring Mohnish Bahl and Rajesh Khanna.",5ea7c6aaff604553fe2273a1
Ashwini Bhave,/wiki/Ashwini_Bhave,Ashwini Bhave.jpg,7 May 1972,47,Alive,"Ashwini Bhave is an Indian model and actress known for her work in both Hindi and Marathi films and television serials. Born and raised in India, she now lives in the San Francisco Bay Area.",5ea7c6adff604553fe2273a2
Ashwini Kalsekar,/wiki/Ashwini_Kalsekar,Ashwini Kalsekar.jpg,22 January 1970,50,Alive,"Ashwini Kalsekar is an Indian actress works mostly in Marathi television and film industry, later Hindi daily soaps and Known mostly for her collaboration with famous directors like Sriram Raghavan, Rohit Shetty and Ram Gopal Varma. Best role in TV serial jodha akbar.",5ea7c6afff604553fe2273a3
Asin Thottumkal,/wiki/Asin_Thottumkal,Asin Thottumkal.jpg,26 October 1985,34,Alive,"Asin Thottumkal, known mononymously as Asin, is a former Indian actress who mostly appeared in Tamil films. She also appeared in lead roles in Hindi, Telugu and Malayalam films. She is a trained Bharathanatyam dancer. She has received three Filmfare Awards.",5ea7c6b3ff604553fe2273a4
Athiya Shetty,/wiki/Athiya_Shetty_(actress),Athiya Shetty.jpg,5 November 1992,27,Alive,Athiya Shetty is an Indian actress who appears in Bollywood films. She is the daughter of actor Suniel Shetty. She debuted in the romantic action film Hero for which she received a Filmfare award nomination for the Best Female Debut.,5ea7c6b5ff604553fe2273a5
Ayesha Jhulka,/wiki/Ayesha_Jhulka,Ayesha Jhulka.jpg,28 July 1972,47,Alive,"Ayesha Jhulka is an Indian film actress who predominantly appears in Hindi films. She has also worked in Odia, Kannada and Telugu languages films.",5ea7c6b8ff604553fe2273a6
Ayesha Takia,/wiki/Ayesha_Takia,Ayesha Takia.jpg,10 April 1986,34,Alive,"Ayesha Takia is an Indian film actress who appeared in Bollywood films. She made her film debut in Taarzan: The Wonder Car for which she won the Filmfare Best Debut Award in 2004. Her notable films also include Socha Na Tha, Dor, for which she won the Screen Award for Best Actress, and Wanted.",5ea7c6bbff604553fe2273a7
Akanksha Puri,/wiki/Akanksha_Puri,Akanksha Puri.jpg,26 July 1988,31,Alive,"Akanksha Puri is Indian model, and film actress, known for her work in Malayalam, Tamil, and Bollywood. She made her bollywood debut with Madhur Bhandarkar's 2015 drama film Calendar Girls and is currently playing lead role of Mata AdiParashakti and her avatars in the show Vighnaharta Ganesha from 22 August 2017.",5ea7c6beff604553fe2273a8
Avani Modi,/wiki/Avani_Modi,NA,,,Alive,,5ea7c6c0ff604553fe2273a9
Avantika Mishra,/wiki/Avantika_Mishra,Avantika Mishra.jpg,30 May 1992,27,Alive,"Avantika Mishra is an Indian actress, former model. In 2014, she signed onto 3 Telugu film projects, followed by the film Maaya. She played the lead in Meeku Meere Maaku Meme alongside Tarun Shetty; the film was released on 17 June 2016. In 2017 she appeared in Nenjamellam Kadhal.",5ea7c6c3ff604553fe2273aa
Babita,/wiki/Babita,Babita.jpg,20 April 1947,73,Alive,"Babita, also known by her married name Babita Kapoor, is a former Indian actress of Sindhi and British descent, who appeared in Hindi-language films. The daughter of actor Hari Shivdasani, she is the first cousin of her contemporary actress Sadhana Shivdasani.",5ea7c6c6ff604553fe2273ab
Barkha Bisht,/wiki/Barkha_Bisht,Barkha Bisht.jpg,28 December 1979,40,Alive,"Barkha Bisht Sengupta commonly known by as Barkha Bisht is an Indian Television and Film Actress. She works in Hindi TV serials and Bengali, Hindi Movies. Barkha Bisht made her first TV appearance in Kitni Mast Hai Zindagi as Udita.",5ea7c6c9ff604553fe2273ac
Bala Hijam,/wiki/Bala_Hijam,Bala Hijam.jpg,9 June 1990,29,Alive,"Bala Hijam is an Indian film actress, who predominantly appears in Manipur films. Besides this, she has also acted in one Malayalam thriller road film, titled Neelakasham Pachakadal Chuvanna Bhoomi. She is recognized as one of the most successful actresses of Manipur.",5ea7c6cbff604553fe2273ad
Barsha Priyadarshini,/wiki/Barsha_Priyadarshini,Barsha Priyadarshini.jpg,7 August 1984,35,Alive,"Varsha Priyadarshini is an Indian film actress, predominantly featured in Odia and Bengali movies and a former fashion model. Both Anubhav and Barsha met controversies because they had acted in some films those made in chit fund money, both of them later claimed that they were unaware about these in front of press.",5ea7c6ceff604553fe2273ae
Barsha Rani Bishaya,/wiki/Barsha_Rani_Bishaya,Barsha Rani Bishaya.jpg,20 September 1982,37,Alive,"Barsha Rani Bishaya is an Indian actress who works in Assamese cinema. She also acted in many Mobile theatre groups of Assam. Apart from acting, she is also a Bihu dancer in Assam.
.",5ea7c6d1ff604553fe2273af
Beena Banerjee,/wiki/Beena_Banerjee,Beena Banerjee.jpg,19 February 1943,77,Alive,"Beena Banerjee, also known as Beena or Bina, is an Indian actress in Bengali and Hindi films and television.",5ea7c6d4ff604553fe2273b0
Bhagyashree Patwardhan,/wiki/Bhagyashree_Patwardhan,Bhagyashree Patwardhan.jpg,23 February 1969,51,Alive,"Bhagyashree Patwardhan is an Indian actress, who appears in Hindi, Kannada, Marathi, Telugu and Bhojpuri films. She made her acting debut with the film Maine Pyar Kiya, for which she won the Filmfare Award for Best Female Debut.",5ea7c6d7ff604553fe2273b1
Bhairavi Goswami,/wiki/Bhairavi_Goswami,Bhairavi Goswami.jpg,12 November 1984,35,Alive,"Bhairavi Goswami, is an Indian actress, television host. She is passionate about animals and is an animal rights activist. Horse riding is her passion and she has seventeen horses.",5ea7c6d9ff604553fe2273b2
Bhama,/wiki/Bhama,Bhama.jpg,23 May 1988,31,Alive,"Rekhitha R. Kurup, better known by her stage name Bhamaa, is an Indian film actress who has mainly appeared in Malayalam and Kannada language films. She made her debut in 2007 with the film Nivedyam directed by A. K. Lohithadas. In a career spanning over a decade, she has starred in over 40 films.",5ea7c6dcff604553fe2273b3
Bhanumathi,/wiki/Bhanumathi_Ramakrishna,Bhanumathi.jpg,"7 September 1925,",80,Died,"P. Bhanumathi Ramakrishna was a multilingual Indian film actress, director, music director, singer, producer, book writer and songwriter. Widely known as the first female super star of Telugu cinema and South Indian film Industry, she is also known for her works in Tamil cinema.",5ea7c6dfff604553fe2273b4
Bhanupriya,/wiki/Bhanupriya,Bhanupriya.jpg,15 January 1967,53,Alive,"Bhanupriya is an Indian film actress, Kuchipudi dancer, and voice artist known for her works predominantly in Telugu cinema and Tamil cinema. She is also known for her works in a few Malayalam and Kannada films, Bollywood and television. Her acting debut was with the Tamil film Mella Pesungal.",5ea7c6e2ff604553fe2273b5
Bharathi Vishnuvardhan,/wiki/Bharathi_(actress),Bharathi Vishnuvardhan.jpg,15 August 1950,69,Alive,"Bharathi Vishnuvardhan, also known mononymously as Bharathi, is an Indian film actress known primarily for her work in Kannada cinema and television serials. She began her career in 1966, as a lead actress, with the Kannada movie Love in Bangalore.",5ea7c6e5ff604553fe2273b6
Bhargavi Narayan,/wiki/Bhargavi_Narayan,Bhargavi Narayan.jpg,4 February 1938,82,Alive,"Bhargavi Narayan is an Indian film actress in the Kannada film industry, and a theatre artist in Karnataka, India. Some of the notable films of Bhargavi Narayan as an actress include Eradu Kanasu, Pallavi Anupallavi, and Baa Nalle Madhuchandrake.",5ea7c6e8ff604553fe2273b7
Bhavana,/wiki/Bhavana_(Kannada_actress),Bhavana.jpg,6 June 1986,33,Alive,"Karthika Menon, better known by her stage name Bhavana, is an Indian film actress, who works in South Indian film industry. She has acted in Malayalam, Tamil, Kannada, and Telugu language films, and has established herself as a bankable lead actress.",5ea7c6ebff604553fe2273b8
Bhavana (actress),/wiki/Bhavana_(actress),Bhavana (actress).jpg,6 June 1986,33,Alive,"Karthika Menon, better known by her stage name Bhavana, is an Indian film actress, who works in South Indian film industry. She has acted in Malayalam, Tamil, Kannada, and Telugu language films, and has established herself as a bankable lead actress.",5ea7c6eeff604553fe2273b9
Bhavana Rao,/wiki/Bhavana_Rao,Bhavana Rao.jpg,6 June 1989,30,Alive,"Bhavana Rao an Indian film actress who has appeared in Kannada and Tamil language films. She made her debut in the Kannada multistarrer Gaalipata winning critical acclaim for her performance, before playing leading roles in Kola Kolaya Mundhirika and Vinmeengal.",5ea7c6f0ff604553fe2273ba
Bhavani Prakash,/wiki/Bhavani_Prakash,Bhavani Prakash.jpg,,,Alive,,5ea7c6f3ff604553fe2273bb
Bhavya,/wiki/Bhavya,Bhavya.jpg,12 January 1966,54,Alive,"Bhavya, born as Bharathi, is a South Indian actress. She has acted in several Kannada and a few Tamil and Telugu movies. She was a top heroine of Kannada cinema during 1985-1992. She switched over to key supporting roles post 2000.
She is settled in Mumbai, India and travels frequently to Bangalore for her shoots",5ea7c6f5ff604553fe2273bc
